state,year,name,localid,e4,e3,e2,e1
ID,2016,hansen district,415,3,20,2,0
ID,2017,hansen district,415,7,17,2,0
ID,2018,hansen district,415,6,19,3,0
ID,2019,hansen district,415,2,24,1,0
ID,2016,three creek joint elementary district,416,NA,NA,NA,NA
ID,2017,three creek joint elementary district,416,NA,NA,NA,NA
ID,2016,castleford district,417,3,18,1,0
ID,2017,castleford district,417,7,14,1,0
ID,2018,castleford district,417,0,22,0,0
ID,2019,castleford district,417,0,22,2,0
ID,2016,murtaugh joint district,418,13,5,0,0
ID,2017,murtaugh joint district,418,3,17,0,0
ID,2018,murtaugh joint district,418,6,17,1,0
ID,2019,murtaugh joint district,418,5,23,0,0
ID,2016,mccall-donnelly joint school district,421,41,41,1,0
ID,2017,mccall-donnelly joint school district,421,33,49,2,1
ID,2018,mccall-donnelly joint school district,421,50,37,0,0
ID,2019,mccall-donnelly joint school district,421,60,32,2,0
ID,2016,cascade district,422,17,6,0,0
ID,2017,cascade district,422,0,23,1,0
ID,2018,cascade district,422,2,17,1,0
ID,2019,cascade district,422,0,6,12,1
ID,2016,weiser district,431,9,80,1,0
ID,2017,weiser district,431,7,79,4,1
ID,2018,weiser district,431,9,82,1,1
ID,2019,weiser district,431,9,83,3,0
ID,2016,cambridge joint district,432,0,12,1,0
ID,2017,cambridge joint district,432,0,15,1,0
ID,2018,cambridge joint district,432,0,16,1,0
ID,2019,cambridge joint district,432,2,15,1,0
ID,2016,midvale district,433,3,13,0,0
ID,2017,midvale district,433,2,14,1,0
ID,2018,midvale district,433,1,18,0,0
ID,2019,midvale district,433,1,15,0,0
ID,2016,"victory charter school, inc.",451,0,25,0,0
ID,2017,"victory charter school, inc.",451,0,27,0,0
ID,2018,"victory charter school, inc.",451,0,26,0,0
ID,2019,"victory charter school, inc.",451,0,28,0,0
ID,2016,"idaho virtual academy, inc.",452,5,62,1,0
ID,2017,"idaho virtual academy, inc.",452,9,60,0,0
ID,2018,"idaho virtual academy, inc.",452,15,50,1,0
ID,2019,"idaho virtual academy, inc.",452,18,46,0,1
ID,2016,"idaho virtual high school, inc.",453,NA,NA,NA,NA
ID,2017,"idaho virtual high school, inc.",453,0,25,0,0
ID,2018,"idaho virtual high school, inc.",453,4,22,0,0
ID,2019,"idaho virtual high school, inc.",453,2,26,0,0
ID,2016,"rolling hills public charter school, inc.",454,10,4,0,0
ID,2017,"rolling hills public charter school, inc.",454,7,7,0,0
ID,2018,"rolling hills public charter school, inc.",454,7,9,0,0
ID,2019,"rolling hills public charter school, inc.",454,8,9,0,0
ID,2016,"compass public charter school, inc.",455,9,37,2,0
ID,2017,"compass public charter school, inc.",455,21,28,2,0
ID,2018,"compass public charter school, inc.",455,24,27,1,0
ID,2019,"compass public charter school, inc.",455,29,27,1,0
ID,2016,"falcon ridge public charter school, inc.",456,0,13,0,0
ID,2017,"falcon ridge public charter school, inc.",456,0,15,0,0
ID,2018,"falcon ridge public charter school, inc.",456,0,16,0,0
ID,2019,"falcon ridge public charter school, inc.",456,9,8,0,0
ID,2016,"inspire academics, inc.",457,0,32,0,0
ID,2017,"inspire academics, inc.",457,0,34,0,0
ID,2018,"inspire academics, inc.",457,1,33,0,1
ID,2019,"inspire academics, inc.",457,2,32,1,0
ID,2016,"liberty charter school, inc.",458,0,26,0,0
ID,2017,"liberty charter school, inc.",458,0,24,0,0
ID,2018,"liberty charter school, inc.",458,0,25,0,0
ID,2019,"liberty charter school, inc.",458,0,26,0,0
ID,2016,"the academy, inc.",460,5,15,3,0
ID,2017,"the academy, inc.",460,3,18,3,0
ID,2018,"the academy, inc.",460,0,24,1,0
ID,2019,"the academy, inc.",460,0,24,2,0
ID,2016,"taylor's crossing public charter school, inc.",461,10,11,0,0
ID,2017,"taylor's crossing public charter school, inc.",461,7,14,1,0
ID,2018,"taylor's crossing public charter school, inc.",461,10,11,0,0
ID,2019,"taylor's crossing public charter school, inc.",461,10,12,0,0
ID,2016,"xavier charter school, inc.",462,8,21,2,0
ID,2017,"xavier charter school, inc.",462,1,30,2,0
ID,2018,"xavier charter school, inc.",462,2,33,0,0
ID,2019,"xavier charter school, inc.",462,4,31,0,0
ID,2016,"vision charter school, inc.",463,25,2,0,0
ID,2017,"vision charter school, inc.",463,23,6,0,0
ID,2018,"vision charter school, inc.",463,21,9,0,0
ID,2019,"vision charter school, inc.",463,21,10,0,0
ID,2016,"white pine charter school, inc.",464,2,19,0,0
ID,2017,"white pine charter school, inc.",464,1,23,0,0
ID,2018,"white pine charter school, inc.",464,1,20,2,0
ID,2019,"white pine charter school, inc.",464,4,20,1,0
ID,2016,"north valley academy, inc.",465,5,11,0,0
ID,2017,"north valley academy, inc.",465,1,15,0,0
ID,2018,"north valley academy, inc.",465,0,13,1,0
ID,2019,"north valley academy, inc.",465,0,15,2,0
ID,2016,"isucceed virtual high school, inc.",466,0,19,0,0
ID,2017,"isucceed virtual high school, inc.",466,0,18,0,0
ID,2018,"isucceed virtual high school, inc.",466,9,14,0,0
ID,2019,"isucceed virtual high school, inc.",466,4,22,0,0
ID,2016,"idaho science and technology charter school, inc.",468,8,12,2,1
ID,2017,"idaho science and technology charter school, inc.",468,5,17,1,0
ID,2018,"idaho science and technology charter school, inc.",468,11,10,1,0
ID,2019,"idaho science and technology charter school, inc.",468,9,17,0,0
ID,2016,"idaho virtual education partners, inc.",469,5,12,0,0
ID,2017,"idaho virtual education partners, inc.",469,0,19,0,0
ID,2018,"idaho virtual education partners, inc.",469,3,15,3,0
ID,2019,"idaho virtual education partners, inc.",469,8,14,0,0
ID,2016,"the kootenai bridge academy, inc.",470,0,5,0,0
ID,2017,"the kootenai bridge academy, inc.",470,0,6,0,0
ID,2018,"the kootenai bridge academy, inc.",470,0,6,0,0
ID,2019,"the kootenai bridge academy, inc.",470,0,6,0,0
ID,2016,"palouse prairie educational organization, inc.",472,8,4,0,0
ID,2017,"palouse prairie educational organization, inc.",472,6,6,0,0
ID,2018,"palouse prairie educational organization, inc.",472,9,3,0,0
ID,2019,"palouse prairie educational organization, inc.",472,11,2,0,0
ID,2016,"the village charter school, inc.",473,0,18,0,0
ID,2017,"the village charter school, inc.",473,1,18,1,0
ID,2018,"the village charter school, inc.",473,0,20,2,0
ID,2019,"the village charter school, inc.",473,1,19,4,0
ID,2016,"monticello montessori charter school, inc.",474,0,9,1,0
ID,2017,"monticello montessori charter school, inc.",474,5,5,1,0
ID,2018,"monticello montessori charter school, inc.",474,3,7,0,0
ID,2019,"monticello montessori charter school, inc.",474,3,7,2,0
ID,2016,"the sage international school of boise, a public charter school, inc.",475,9,51,0,0
ID,2017,"the sage international school of boise, a public charter school, inc.",475,17,42,4,0
ID,2018,"the sage international school of boise, a public charter school, inc.",475,19,49,0,1
ID,2019,"the sage international school of boise, a public charter school, inc.",475,20,49,1,0
ID,2016,"another choice virtual charter school, inc.",476,1,28,1,0
ID,2017,"another choice virtual charter school, inc.",476,11,19,2,0
ID,2018,"another choice virtual charter school, inc.",476,12,18,2,0
ID,2019,"another choice virtual charter school, inc.",476,14,13,0,0
ID,2016,"blackfoot charter community learning center, inc.",477,3,18,2,5
ID,2017,"blackfoot charter community learning center, inc.",477,3,24,3,0
ID,2018,"blackfoot charter community learning center, inc.",477,7,21,6,0
ID,2019,"blackfoot charter community learning center, inc.",477,10,24,2,0
ID,2016,"legacy public charter school, inc.",478,0,14,0,0
ID,2017,"legacy public charter school, inc.",478,0,14,0,0
ID,2018,"legacy public charter school, inc.",478,0,15,0,0
ID,2019,"legacy public charter school, inc.",478,0,14,0,0
ID,2016,"heritage academy, inc.",479,4,6,1,2
ID,2017,"heritage academy, inc.",479,5,4,1,0
ID,2018,"heritage academy, inc.",479,6,5,1,0
ID,2019,"heritage academy, inc.",479,4,7,1,0
ID,2016,"north idaho stem charter academy, inc.",480,0,21,0,1
ID,2017,"north idaho stem charter academy, inc.",480,0,22,2,0
ID,2018,"north idaho stem charter academy, inc.",480,0,22,2,1
ID,2019,"north idaho stem charter academy, inc.",480,0,25,0,0
ID,2016,"heritage community charter school, inc.",481,0,24,1,0
ID,2017,"heritage community charter school, inc.",481,0,22,2,0
ID,2018,"heritage community charter school, inc.",481,1,24,0,0
ID,2019,"heritage community charter school, inc.",481,2,23,0,0
ID,2016,"american heritage charter school, inc.",482,4,9,0,0
ID,2017,"american heritage charter school, inc.",482,4,11,0,0
ID,2018,"american heritage charter school, inc.",482,4,14,1,0
ID,2019,"american heritage charter school, inc.",482,5,16,0,0
ID,2016,"chief tahgee elementary academy, inc.",483,0,2,4,0
ID,2017,"chief tahgee elementary academy, inc.",483,0,6,1,0
ID,2018,"chief tahgee elementary academy, inc.",483,0,4,5,0
ID,2019,"chief tahgee elementary academy, inc.",483,0,9,0,0
ID,2016,"idaho stem academy, inc.",485,0,6,4,0
ID,2017,"idaho stem academy, inc.",485,0,8,0,0
ID,2018,"idaho stem academy, inc.",485,0,9,1,0
ID,2019,"idaho stem academy, inc.",485,0,15,0,0
ID,2016,"upper carmen public charter school, inc.",486,10,1,0,0
ID,2017,"upper carmen public charter school, inc.",486,0,12,0,0
ID,2018,"upper carmen public charter school, inc.",486,9,4,0,0
ID,2019,"upper carmen public charter school, inc.",486,3,7,0,0
ID,2016,"sandpoint charter school, inc.",487,3,17,1,0
ID,2017,"sandpoint charter school, inc.",487,3,20,2,0
ID,2018,"sandpoint charter school, inc.",487,4,18,6,0
ID,2019,"sandpoint charter school, inc.",487,3,22,1,0
ID,2016,"syringa mountain school, inc.",488,0,9,0,0
ID,2017,"syringa mountain school, inc.",488,4,4,1,0
ID,2018,"syringa mountain school, inc.",488,1,8,1,0
ID,2019,"syringa mountain school, inc.",488,0,8,1,0
ID,2016,"idaho college and career readiness academy, inc.",489,0,8,0,0
ID,2017,"idaho college and career readiness academy, inc.",489,0,10,0,0
ID,2018,"idaho college and career readiness academy, inc.",489,0,10,1,0
ID,2019,"idaho college and career readiness academy, inc.",489,0,10,1,0
ID,2016,"idaho distance education academy, inc.",490,1,20,0,0
ID,2017,"idaho distance education academy, inc.",490,0,20,1,0
ID,2018,"idaho distance education academy, inc.",490,0,21,2,0
ID,2019,"idaho distance education academy, inc.",490,1,21,1,0
ID,2016,"coeur d'alene charter academy, inc.",491,7,25,2,0
ID,2017,"coeur d'alene charter academy, inc.",491,0,34,1,0
ID,2018,"coeur d'alene charter academy, inc.",491,6,30,1,0
ID,2019,"coeur d'alene charter academy, inc.",491,7,26,1,0
ID,2016,"anser of idaho, inc.",492,12,13,0,0
ID,2017,"anser of idaho, inc.",492,10,15,0,0
ID,2018,"anser of idaho, inc.",492,9,16,0,0
ID,2019,"anser of idaho, inc.",492,10,14,1,0
ID,2016,"north star charter school, inc.",493,8,43,0,0
ID,2017,"north star charter school, inc.",493,13,35,3,1
ID,2018,"north star charter school, inc.",493,12,41,1,0
ID,2019,"north star charter school, inc.",493,8,43,0,0
ID,2016,"the pocatello community charter school, inc.",494,7,10,0,0
ID,2017,"the pocatello community charter school, inc.",494,12,5,0,0
ID,2018,"the pocatello community charter school, inc.",494,12,5,0,0
ID,2019,"the pocatello community charter school, inc.",494,11,6,0,0
ID,2017,"forrester academy, inc.",495,4,7,1,0
ID,2018,"forrester academy, inc.",495,5,15,1,0
ID,2019,"forrester academy, inc.",495,8,15,1,0
ID,2018,"gem prep: pocatello, inc.",496,0,7,0,0
ID,2019,"gem prep: pocatello, inc.",496,1,6,1,0
ID,2018,"pathways in education - nampa, inc.",497,0,4,4,0
ID,2019,"pathways in education - nampa, inc.",497,0,10,1,0
ID,2019,"gem prep: meridian, inc.",498,1,12,0,0
ID,2019,"future public school, inc.",499,8,3,0,0
ID,2019,"peace valley charter school, inc.",511,0,15,0,0
ID,2019,"project impact stem academy, inc.",513,0,9,2,0
ID,2019,"advanced regional technical education industrial, inc.",518,NA,NA,NA,NA
ID,2016,canyon-owyhee school service agency (cossa),555,2,17,0,0
ID,2017,canyon-owyhee school service agency (cossa),555,1,18,0,0
ID,2018,canyon-owyhee school service agency (cossa),555,3,17,0,0
ID,2019,canyon-owyhee school service agency (cossa),555,0,21,0,0
ID,2016,"thomas jefferson charter school, inc.",559,12,11,0,0
ID,2017,"thomas jefferson charter school, inc.",559,17,6,0,0
ID,2018,"thomas jefferson charter school, inc.",559,22,1,0,0
ID,2019,"thomas jefferson charter school, inc.",559,21,1,0,0
ID,2018,idaho bureau of educational services for the deaf and the blind,596,5,16,0,0
ID,2019,idaho bureau of educational services for the deaf and the blind,596,6,15,0,0
ID,2019,ktec - kootenai tech ed campus,641,0,11,0,0
ID,2016,"s e i tec charter school, inc.",751,2,42,0,0
ID,2017,"s e i tec charter school, inc.",751,4,38,1,0
ID,2018,"s e i tec charter school, inc.",751,0,16,0,0
ID,2019,"s e i tec charter school, inc.",751,0,15,1,0
ID,2016,"meridian technical charter high school, inc.",768,12,2,0,0
ID,2017,"meridian technical charter high school, inc.",768,10,5,0,0
ID,2018,"meridian technical charter high school, inc.",768,0,14,0,0
ID,2019,"meridian technical charter high school, inc.",768,0,16,0,0
ID,2016,idaho digital learning academy,771,88,156,13,1
ID,2017,idaho digital learning academy,771,107,161,9,1
ID,2018,idaho digital learning academy,771,48,269,4,0
ID,2019,idaho digital learning academy,771,94,245,6,0
ID,2016,"meridian medical arts charter high school, inc.",785,4,9,1,0
ID,2017,"meridian medical arts charter high school, inc.",785,3,11,0,0
ID,2018,"meridian medical arts charter high school, inc.",785,1,14,0,0
ID,2019,"meridian medical arts charter high school, inc.",785,1,14,0,0
ID,2016,"advanced regional technical education, inc.",790,NA,NA,NA,NA
ID,2017,"advanced regional technical education, inc.",790,NA,NA,NA,NA
ID,2018,"advanced regional technical education, inc.",790,NA,NA,NA,NA
ID,2019,"advanced regional technical education, inc.",790,NA,NA,NA,NA
ID,2016,"payette river technical academy, inc.",794,0,10,0,0
ID,2017,"payette river technical academy, inc.",794,0,12,0,0
ID,2018,"payette river technical academy, inc.",794,0,10,0,0
ID,2019,"payette river technical academy, inc.",794,0,11,0,0
ID,2016,"idaho arts charter school, inc.",795,14,23,3,0
ID,2017,"idaho arts charter school, inc.",795,14,38,0,0
ID,2018,"idaho arts charter school, inc.",795,11,41,2,0
ID,2019,"idaho arts charter school, inc.",795,16,44,1,0
ID,2017,"gem prep: nampa, inc.",796,0,9,1,0
ID,2018,"gem prep: nampa, inc.",796,0,12,0,0
ID,2019,"gem prep: nampa, inc.",796,1,15,0,0
ID,2016,"moscow charter school, inc.",813,6,8,0,0
ID,2017,"moscow charter school, inc.",813,9,5,0,0
ID,2018,"moscow charter school, inc.",813,9,6,0,0
ID,2019,"moscow charter school, inc.",813,8,6,0,0
